Direction,Peach,Cm,contig,V2,start,stop,V13
-1,Pp07,contig0000629,contig0004222,Pp07,5474032,5473547,minus
-1,Pp07,contig0000629,contig0003006,Pp03,6135804,23973067,minus
-1,Pp07,contig0000629,contig0002910,Pp08,5897526,20851817,plus
-1,Pp07,contig0000629,contig0007325,Pp08,5898942,12425838,minus
-1,Pp07,contig0000629,contig0002764,Pp01,2817449,2816059,minus
1,Pp01,contig0000631,contig0000119,Pp06,26504536,26540431,minus
1,Pp08,contig0000631,contig0006539,Pp06,23848194,23848877,plus
1,Pp08,contig0000631,contig0001785,Pp01,11329453,11340711,plus
1,Pp08,contig0000631,contig0001759,Pp06,28279155,28279808,minus
-1,Pp03,contig0000632,contig0009111,Pp06,28270091,28271910,plus
1,Pp07,contig0000633,contig0000757,Pp01,30489795,30489009,minus
1,Pp07,contig0000633,contig0004023,Pp03,731616,740155,plus
1,Pp07,contig0000633,contig0000443,Pp01,8880100,8936585,minus
1,Pp03,contig0000636,contig0002553,Pp01,3529834,31063732,minus
-1,Pp07,contig0000637,contig0005435,Pp04,3437223,3438408,minus
-1,Pp07,contig0000637,contig0005253,Pp03,17644441,20279137,plus
1,Pp07,contig0000638,contig0009349,Pp08,1539443,1540101,plus
-1,Pp08,contig0000638,contig0004596,Pp04,17242602,17243141,plus
1,Pp07,contig0000638,contig0000395,Pp07,13059373,13128018,plus
1,Pp07,contig0000638,contig0000255,Pp03,2194520,23928127,plus
-1,Pp06,contig0000639,contig0003029,Pp08,15161343,15168716,minus
1,Pp07,contig0000640,contig0002484,Pp05,12382638,14613877,plus
1,Pp08,contig0000640,contig0006445,Pp03,8910617,20668440,plus
-1,Pp01,contig0000641,contig0001951,Pp05,2311800,2314611,plus
-1,Pp01,contig0000641,contig0006119,Pp06,8760027,8760778,plus
-1,Pp01,contig0000641,contig0004675,Pp03,4397648,4724124,minus
-1,Pp01,contig0000641,contig0000696,Pp08,3338355,5898939,plus
-1,Pp01,contig0000641,contig0000639,Pp06,4152351,4187165,minus
-1,Pp01,contig0000643,contig0000501,Pp06,6645228,25715462,minus
-1,Pp01,contig0000643,contig0000474,Pp03,5736663,5764332,minus
-1,Pp01,contig0000643,contig0003518,Pp06,11080980,27262379,minus
-1,Pp01,contig0000643,contig0003316,Pp01,13605178,13606161,plus
-1,Pp01,contig0000643,contig0006749,Pp03,17642205,20276971,minus
-1,Pp04,contig0000644,contig0006552,Pp04,7623908,7623095,minus
1,Pp07,contig0000645,contig0001834,Pp04,4317727,4316953,minus
-1,Pp01,contig0000645,contig0001533,Pp06,6645228,24823397,plus
-1,Pp01,contig0000645,contig0001440,Pp06,1080492,1094537,plus
-1,Pp01,contig0000645,contig0000716,Pp06,4915523,27973802,minus
1,Pp05,contig0000647,contig0004330,Pp01,41056557,41065812,plus
1,Pp06,contig0000647,contig0003091,Pp03,4793701,4847053,minus
1,Pp03,contig0000647,contig0002471,Pp08,19666827,19711116,minus
1,Pp03,contig0000647,contig0002149,Pp03,25061971,25063266,plus
1,Pp03,contig0000647,contig0001455,Pp04,2051666,20320729,plus
1,Pp08,contig0000648,contig0005103,Pp02,5901034,16152304,minus
-1,Pp08,contig0000648,contig0003326,Pp05,1790332,1858738,plus
-1,Pp01,contig0000649,contig0007286,Pp05,5854386,5864401,minus
-1,Pp01,contig0000649,contig0002491,Pp06,8359748,29067694,plus
-1,Pp01,contig0000649,contig0002432,Pp03,2687538,25742680,minus
-1,Pp01,contig0000649,contig0001668,Pp04,854267,19790056,minus
-1,Pp01,contig0000649,contig0004847,Pp05,12880602,12914702,plus
1,Pp01,contig0000651,contig0004811,Pp04,7623908,23476230,plus
1,Pp01,contig0000652,contig0003666,Pp01,42716717,42722796,plus
1,Pp06,contig0000652,contig0003655,Pp03,1876924,20277134,minus
1,Pp06,contig0000652,contig0003607,Pp06,26923926,26925345,plus
-1,Pp07,contig0000653,contig0007348,Pp01,10853755,10860407,minus
-1,Pp05,contig0000654,contig0002339,Pp06,6645228,11472847,plus
-1,Pp05,contig0000654,contig0000453,Pp01,19641733,45475808,minus
-1,Pp07,contig0000655,contig0007721,Pp01,37007218,37008239,plus
-1,Pp07,contig0000655,contig0000287,Pp07,806920,1892599,minus
-1,Pp06,contig0000659,contig0007207,Pp04,8173583,11959426,plus
-1,Pp06,contig0000659,contig0007194,Pp03,25335217,25345535,minus
-1,Pp06,contig0000659,contig0005753,Pp05,4722011,4720898,minus
1,Pp07,contig0000659,contig0009162,Pp02,2447831,16151317,plus
-1,Pp03,contig0000660,contig0003529,Pp02,21716977,21739950,minus
1,Pp01,contig0000660,contig0003018,Pp01,45760813,45761631,plus
1,Pp08,contig0000661,contig0000189,Pp07,5220,17321723,plus
-1,Pp01,contig0000662,contig0002774,Pp04,2819499,12601485,plus
-1,Pp01,contig0000663,contig0002509,Pp03,336081,337519,plus
-1,Pp07,contig0000663,contig0006905,Pp06,26216722,26217328,plus
1,Pp05,contig0000663,contig0005531,Pp08,13770478,13788924,minus
1,Pp08,contig0000664,contig0005348,Pp05,1320115,18491337,plus
1,Pp03,contig0000665,contig0004826,Pp05,13672929,14881298,minus
1,Pp08,contig0000666,contig0000727,Pp01,7394002,40871991,minus
1,Pp08,contig0000666,contig0003348,Pp05,2812175,2825902,minus
1,Pp08,contig0000666,contig0000337,Pp06,4530359,29334296,minus
1,Pp08,contig0000666,contig0006990,Pp01,41372292,41374576,plus
1,Pp06,contig0000667,contig0002388,Pp07,14388541,14401193,plus
1,Pp05,contig0000668,contig0001600,Pp04,3300092,3301876,plus
-1,Pp05,contig0000670,contig0000045,Pp01,8228840,41429087,minus
1,Pp06,contig0000671,contig0004589,Pp06,30645922,30659403,plus
1,Pp05,contig0000672,contig0004747,Pp02,1935925,1936485,plus
1,Pp05,contig0000672,contig0008301,Pp01,7920035,18728466,plus
-1,Pp06,contig0000673,contig0003799,Pp06,19624314,19630998,plus
1,Pp08,contig0000673,contig0003181,Pp06,6234214,6238160,plus
1,Pp08,contig0000673,contig0000266,Pp07,7688392,12954135,minus
1,Pp06,contig0000674,contig0000003,Pp04,2618049,25237118,minus
1,Pp01,contig0000674,contig0007004,Pp07,966914,15590361,minus
-1,Pp01,contig0000676,contig0002208,Pp06,18481436,18526242,minus
-1,Pp01,contig0000676,contig0001572,Pp03,5532625,5551979,minus
-1,Pp02,contig0000679,contig0000859,Pp03,19635247,20078391,plus
-1,Pp02,contig0000679,contig0004613,Pp01,37049544,37050488,plus
-1,Pp02,contig0000679,contig0004088,Pp05,17352621,17351716,minus
-1,Pp08,contig0000680,contig0000578,Pp08,10661692,10692030,plus
-1,Pp08,contig0000681,contig0000315,Pp01,33518846,33519468,plus
-1,Pp07,contig0000683,contig0002681,Pp03,2525508,2527576,minus
-1,Pp03,contig0000683,contig0006945,Pp01,5578196,5580785,plus
1,Pp06,contig0000684,contig0011106,Pp03,25335217,25345506,minus
-1,Pp06,contig0000684,contig0005214,Pp02,3970307,21051158,plus
-1,Pp01,contig0000685,contig0000954,Pp01,8877796,27323580,minus
1,Pp02,contig0000685,contig0004202,Pp02,27790936,27793220,plus
1,Pp02,contig0000685,contig0003596,Pp08,1568545,18190807,plus
1,Pp02,contig0000685,contig0003073,Pp01,18727077,18733775,plus
1,Pp02,contig0000685,contig0007521,Pp01,33850720,33853577,plus
1,Pp06,contig0000686,contig0000232,Pp03,7185252,7207983,plus
1,Pp06,contig0000686,contig0011003,Pp07,19340220,19340800,plus
-1,Pp03,contig0000686,contig0001786,Pp01,2817429,26359052,minus
1,Pp02,contig0000687,contig0001613,Pp06,5286043,9890826,plus
-1,Pp03,contig0000689,contig0008996,Pp06,1372095,1371333,minus
-1,Pp02,contig0000690,contig0000484,Pp03,24758696,24770266,plus
-1,Pp05,contig0000690,contig0003582,Pp02,25841415,27665347,plus
-1,Pp02,contig0000692,contig0002732,Pp08,13012785,13019030,minus
1,Pp01,contig0000693,contig0010706,Pp02,1936218,1935756,minus
1,Pp01,contig0000693,contig0001665,Pp05,13079966,17607037,minus
1,Pp07,contig0000698,contig0004743,Pp01,37898291,37899666,plus
1,Pp07,contig0000698,contig0000839,Pp01,2656257,25360930,minus
1,Pp07,contig0000698,contig0004370,Pp06,21934343,21934742,plus
-1,Pp02,contig0000700,contig0003752,Pp02,26306370,26317719,minus
1,Pp02,contig0000701,contig0003521,Pp02,2447831,16151317,plus
1,Pp02,contig0000701,contig0000265,Pp05,735027,6474655,minus
1,Pp02,contig0000701,contig0001685,Pp06,75188,83844,plus
1,Pp02,contig0000701,contig0001522,Pp06,25589551,25596739,plus
1,Pp02,contig0000701,contig0000033,Pp04,4750277,25237286,plus
1,Pp04,contig0000704,contig0001252,Pp01,1046645,6360047,plus
1,Pp08,contig0000704,contig0000489,Pp01,11656036,11740597,minus
1,Pp08,contig0000704,contig0002794,Pp08,5897526,12427224,plus
1,Pp08,contig0000704,contig0005980,Pp02,2822262,15673926,plus
1,Pp08,contig0000704,contig0005866,Pp08,2942066,2942760,plus
-1,Pp02,contig0000708,contig0001373,Pp08,19939167,19941346,plus
-1,Pp01,contig0000710,contig0005590,Pp08,2942066,2942739,plus
1,Pp02,contig0000712,contig0000991,Pp02,3530100,3530908,plus
-1,Pp04,contig0000713,contig0000828,Pp05,13008935,13009500,minus
-1,Pp01,contig0000714,contig0004599,Pp02,27577056,27588324,plus
-1,Pp01,contig0000714,contig0008182,Pp04,14234653,17242191,minus
-1,Pp01,contig0000714,contig0000379,Pp06,5776283,17807205,minus
-1,Pp01,contig0000714,contig0000130,Pp06,12185779,21671091,minus
1,Pp05,contig0000715,contig0001990,Pp01,31060063,37666670,plus
1,Pp05,contig0000715,contig0001981,Pp02,2935533,2934750,minus
-1,Pp06,contig0000718,contig0000050,Pp07,17069096,17076503,minus
-1,Pp05,contig0000719,contig0002970,Pp01,32347450,32364845,plus
1,Pp01,contig0000720,contig0002413,Pp06,1326327,1325689,minus
1,Pp01,contig0000720,contig0002124,Pp05,5241681,5256417,plus
1,Pp01,contig0000720,contig0001249,Pp02,13284695,21162595,minus
-1,Pp03,contig0000721,contig0000793,Pp01,7920035,18728466,plus
1,Pp06,contig0000722,contig0004261,Pp01,1510589,21177718,minus
1,Pp05,contig0000726,contig0003896,Pp01,30948563,30949600,plus
1,Pp05,contig0000726,contig0008275,Pp08,15335917,15353882,minus
-1,Pp01,contig0000728,contig0000460,Pp06,7828510,16060270,minus
-1,Pp01,contig0000728,contig0003335,Pp01,45064700,45076994,minus
-1,Pp01,contig0000728,contig0002190,Pp07,996537,3718984,plus
-1,Pp05,contig0000728,contig0001837,Pp02,29761086,29769973,minus
-1,Pp01,contig0000728,contig0005583,Pp04,7623908,7623100,minus
-1,Pp01,contig0000728,contig0004148,Pp08,16771713,16790630,minus
1,Pp01,contig0000731,contig0000560,Pp07,575984,20243157,plus
-1,Pp07,contig0000731,contig0000434,Pp04,1476207,21972448,plus
1,Pp07,contig0000732,contig0000368,Pp01,28800579,28851092,plus
1,Pp08,contig0000733,contig0002022,Pp08,15096881,15539708,plus
1,Pp05,contig0000733,contig0001402,Pp07,5978879,6182582,plus
1,Pp05,contig0000733,contig0009582,Pp01,3524302,3526116,plus
-1,Pp01,contig0000735,contig0000883,Pp01,8670491,43965982,plus
-1,Pp01,contig0000736,contig0000654,Pp05,14695962,14701322,minus
-1,Pp04,contig0000738,contig0007878,Pp07,5473621,5474888,plus
-1,Pp01,contig0000740,contig0003353,Pp02,6811581,8844714,plus
1,Pp06,contig0000740,contig0003199,Pp07,4116652,4134961,minus
-1,Pp05,contig0000741,contig0007497,Pp03,3782979,3788021,plus
-1,Pp05,contig0000741,contig0002408,Pp02,19456934,19457676,plus
1,Pp03,contig0000742,contig0000048,Pp08,4941815,5363476,minus
1,Pp05,contig0000743,contig0001599,Pp04,5222775,25237279,plus
1,Pp04,contig0000743,contig0001454,Pp01,2654849,2817449,plus
1,Pp04,contig0000743,contig0001260,Pp07,967988,15591756,plus
1,Pp04,contig0000743,contig0000863,Pp06,619832,11737518,minus
-1,Pp01,contig0000744,contig0008540,Pp04,6573305,6572532,minus
-1,Pp04,contig0000746,contig0007962,Pp04,11015809,11018511,minus
-1,Pp04,contig0000746,contig0003306,Pp01,36949586,36976376,plus
-1,Pp03,contig0000747,contig0000234,Pp01,10309214,33332280,minus
-1,Pp03,contig0000747,contig0005921,Pp02,27284444,27300319,plus
-1,Pp03,contig0000747,contig0004884,Pp08,14145235,14146159,plus
-1,Pp04,contig0000748,contig0000946,Pp08,3927575,3992686,minus
-1,Pp04,contig0000748,contig0000936,Pp01,25788781,25826607,plus
1,Pp04,contig0000749,contig0008651,Pp01,1449750,1451467,plus
1,Pp02,contig0000751,contig0000600,Pp02,17305121,28053265,minus
-1,Pp03,contig0000754,contig0000397,Pp08,6621782,6620564,minus
-1,Pp03,contig0000754,contig0003447,Pp03,4877186,17851728,plus
1,Pp03,contig0000755,contig0002147,Pp08,15524378,15529213,minus
1,Pp03,contig0000755,contig0006203,Pp01,30489009,30489795,plus
1,Pp01,contig0000755,contig0000012,Pp07,9319842,20698440,minus
-1,Pp02,contig0000756,contig0000918,Pp06,4819354,25079990,plus
1,Pp01,contig0000760,contig0003477,Pp01,10639596,10641073,minus
1,Pp01,contig0000760,contig0001654,Pp03,18115589,18114702,minus
-1,Pp06,contig0000761,contig0001283,Pp01,18544010,18689332,minus
-1,Pp06,contig0000761,contig0004907,Pp01,23788884,37092006,minus
-1,Pp06,contig0000762,contig0004630,Pp08,20008615,20046227,minus
-1,Pp06,contig0000762,contig0007963,Pp08,18176477,18179067,plus
-1,Pp06,contig0000762,contig0006425,Pp01,25542440,25541330,minus
-1,Pp06,contig0000762,contig0001548,Pp01,3526116,31063818,plus
-1,Pp06,contig0000762,contig0004289,Pp03,21808039,21815157,minus
1,Pp06,contig0000762,contig0004086,Pp04,986133,1211056,plus
1,Pp06,contig0000762,contig0003628,Pp07,12170029,20833732,minus
-1,Pp06,contig0000762,contig0007870,Pp04,3300623,3301681,minus
-1,Pp06,contig0000762,contig0000323,Pp06,8359748,29067694,plus
1,Pp04,contig0000763,contig0002845,Pp06,11295942,11336874,minus
-1,Pp02,contig0000764,contig0002328,Pp03,1380292,3575257,minus
-1,Pp03,contig0000765,contig0002234,Pp04,271778,284013,minus
-1,Pp03,contig0000765,contig0002096,Pp06,550168,5088152,minus
-1,Pp06,contig0000766,contig0001876,Pp02,16146381,16146776,plus
-1,Pp06,contig0000766,contig0005495,Pp08,22231907,22235706,minus
-1,Pp06,contig0000766,contig0005231,Pp01,2817418,21091743,plus
-1,Pp06,contig0000766,contig0004954,Pp01,2655356,25360997,plus
-1,Pp06,contig0000766,contig0000646,Pp08,1817259,21004016,minus
1,Pp06,contig0000767,contig0008204,Pp03,4993242,4996695,plus
1,Pp06,contig0000767,contig0002852,Pp06,30143790,30147467,plus
1,Pp06,contig0000767,contig0007310,Pp02,4396348,4396009,minus
-1,Pp04,contig0000767,contig0002294,Pp03,19635345,19636369,plus
-1,Pp01,contig0000771,contig0002032,Pp08,11879856,15354008,plus
-1,Pp01,contig0000771,contig0010066,Pp02,23448000,23446924,minus
1,Pp02,contig0000771,contig0000884,Pp06,13576601,30462860,minus
-1,Pp05,contig0000772,contig0004665,Pp04,12941531,12941893,minus
-1,Pp01,contig0000773,contig0008269,Pp01,35338774,35343101,minus
1,Pp08,contig0000774,contig0008148,Pp07,17588144,17588979,plus
1,Pp08,contig0000774,contig0000341,Pp01,27105382,27199298,plus
1,Pp08,contig0000774,contig0002869,Pp03,3682550,13314263,minus
1,Pp01,contig0000775,contig0001719,Pp08,3338325,20359743,plus
1,Pp01,contig0000775,contig0005889,Pp08,7118616,7119003,plus
1,Pp01,contig0000775,contig0000018,Pp06,13087833,30738301,minus
1,Pp01,contig0000775,contig0000929,Pp08,1561473,12420992,minus
1,Pp04,contig0000777,contig0004731,Pp01,26252571,26253052,plus
1,Pp05,contig0000777,contig0000789,Pp01,22093689,44896768,plus
1,Pp05,contig0000777,contig0000599,Pp05,13217535,13463125,minus
1,Pp01,contig0000778,contig0008476,Pp06,12186826,21671091,minus
1,Pp01,contig0000778,contig0008235,Pp06,26964856,26966357,plus
1,Pp01,contig0000778,contig0012427,Pp06,11663046,11663636,plus
-1,Pp05,contig0000779,contig0007172,Pp06,8359748,29067694,plus
-1,Pp05,contig0000779,contig0002286,Pp07,14601292,14624987,minus
-1,Pp04,contig0000779,contig0005964,Pp03,703307,710614,minus
-1,Pp04,contig0000779,contig0005829,Pp01,1450791,1451467,plus
-1,Pp05,contig0000781,contig0004536,Pp01,6024499,38839756,minus
-1,Pp01,contig0000782,contig0003617,Pp04,13099988,13124689,plus
1,Pp03,contig0000783,contig0002734,Pp01,37053899,44002722,plus
1,Pp03,contig0000783,contig0002542,Pp02,4019775,4025117,plus
1,Pp03,contig0000783,contig0002364,Pp01,29420754,29421088,minus
1,Pp03,contig0000783,contig0002249,Pp06,8359323,29066380,minus
1,Pp03,contig0000783,contig0001930,Pp04,16693247,22287874,plus
1,Pp03,contig0000783,contig0005796,Pp07,8973211,9007442,minus
1,Pp07,contig0000784,contig0001409,Pp07,5156256,5166264,plus
1,Pp07,contig0000784,contig0001351,Pp04,7447820,25839839,plus
1,Pp07,contig0000784,contig0004781,Pp04,6265712,6269660,minus
1,Pp04,contig0000784,contig0000916,Pp08,9645581,9645125,minus
1,Pp04,contig0000784,contig0007920,Pp08,1818024,1818188,minus
-1,Pp07,contig0000786,contig0001735,Pp06,8359354,29066290,minus
-1,Pp07,contig0000786,contig0005864,Pp02,6810558,8843406,minus
-1,Pp06,contig0000787,contig0005609,Pp02,23450776,23452066,minus
-1,Pp06,contig0000787,contig0000800,Pp02,27221277,27249918,minus
-1,Pp06,contig0000787,contig0000009,Pp05,1048198,11119027,plus
1,Pp04,contig0000788,contig0004177,Pp08,13438478,13552476,plus
1,Pp04,contig0000788,contig0007832,Pp07,18604022,18603392,minus
1,Pp04,contig0000788,contig0000282,Pp06,8359323,29066290,minus
1,Pp01,contig0000789,contig0002587,Pp01,29768185,32586776,minus
1,Pp01,contig0000789,contig0002365,Pp04,23000594,23015926,plus
-1,Pp01,contig0000790,contig0006846,Pp05,12718599,12717738,minus
1,Pp02,contig0000791,contig0001562,Pp01,35474181,35490145,plus
1,Pp02,contig0000791,contig0005086,Pp08,5898919,12425838,minus
1,Pp02,contig0000791,contig0001035,Pp03,6935240,6969227,plus
-1,Pp08,contig0000791,contig0004978,Pp04,5459301,5472291,plus
-1,Pp08,contig0000791,contig0000665,Pp03,2123858,20405075,plus
1,Pp04,contig0000794,contig0008442,Pp01,2655356,25361004,plus
1,Pp05,contig0000794,contig0000530,Pp08,8476771,8503096,plus
-1,Pp01,contig0000794,contig0003436,Pp05,14284692,14294743,minus
-1,Pp06,contig0000795,contig0007905,Pp02,1938153,1937302,minus
1,Pp02,contig0000795,contig0003368,Pp02,2822270,19398555,minus
-1,Pp03,contig0000798,contig0006997,Pp01,35038643,35039971,minus
-1,Pp03,contig0000798,contig0006978,Pp02,6810178,8843420,minus
-1,Pp03,contig0000798,contig0001641,Pp04,1454841,11989579,plus
-1,Pp02,contig0000800,contig0001075,Pp04,855299,854274,minus
-1,Pp02,contig0000800,contig0000973,Pp03,26066924,26096680,minus
1,Pp01,contig0000801,contig0004827,Pp02,1513193,16146566,plus
-1,Pp01,contig0000802,contig0003421,Pp01,1441171,1451467,plus
1,Pp02,contig0000804,contig0003267,Pp01,38074668,38075263,plus
1,Pp01,contig0000805,contig0002918,Pp01,3366037,3409299,minus
1,Pp07,contig0000806,contig0000200,Pp07,5798204,20312561,minus
1,Pp07,contig0000806,contig0002754,Pp04,728892,736156,plus
-1,Pp04,contig0000806,contig0002497,Pp05,9937886,9941428,plus
1,Pp07,contig0000806,contig0009759,Pp01,37898291,37898972,plus
1,Pp05,contig0000806,contig0005412,Pp06,26247845,26294485,minus
-1,Pp02,contig0000807,contig0001126,Pp03,10710905,23219396,minus
-1,Pp01,contig0000810,contig0005134,Pp08,1561417,12421072,minus
-1,Pp06,contig0000810,contig0000830,Pp04,317471,316492,minus
-1,Pp06,contig0000810,contig0004102,Pp01,10070925,10099154,minus
-1,Pp06,contig0000810,contig0002858,Pp03,23106911,23278828,plus
-1,Pp06,contig0000810,contig0002197,Pp06,15388388,15483523,plus
-1,Pp05,contig0000812,contig0001368,Pp04,22090759,22090158,minus
1,Pp01,contig0000814,contig0004107,Pp07,18604022,18603392,minus
1,Pp01,contig0000814,contig0000526,Pp01,3162954,45671776,plus
1,Pp01,contig0000814,contig0000416,Pp04,5298032,5325290,minus
1,Pp06,contig0000814,contig0007666,Pp01,2655350,25361004,plus
1,Pp06,contig0000818,contig0002760,Pp03,20175113,20346610,plus
1,Pp02,contig0000819,contig0002450,Pp05,8956089,8985268,plus
1,Pp02,contig0000819,contig0002275,Pp07,18911567,18918557,plus
-1,Pp01,contig0000820,contig0001408,Pp06,8359745,29067671,plus
-1,Pp08,contig0000821,contig0001316,Pp05,11233237,11259365,minus
-1,Pp07,contig0000822,contig0005281,Pp08,20729277,20733737,minus
-1,Pp07,contig0000822,contig0004776,Pp03,8911987,8911589,minus
-1,Pp07,contig0000822,contig0003751,Pp08,3338308,20359519,plus
1,Pp05,contig0000824,contig0005948,Pp02,8184083,23448000,plus
1,Pp05,contig0000824,contig0001492,Pp04,1692391,1693428,plus
1,Pp05,contig0000824,contig0009188,Pp02,22911492,22912098,plus
1,Pp05,contig0000824,contig0000667,Pp06,4961193,5039117,plus
1,Pp05,contig0000824,contig0004056,Pp04,3144651,3148680,plus
-1,Pp01,contig0000825,contig0002989,Pp07,966911,15590450,minus
1,Pp01,contig0000826,contig0007364,Pp02,28774547,28778093,minus
1,Pp05,contig0000827,contig0000194,Pp01,20137283,29630450,minus
1,Pp05,contig0000827,contig0002104,Pp07,5474395,22043589,minus
-1,Pp05,contig0000828,contig0009677,Pp06,8359748,29067694,plus
-1,Pp02,contig0000829,contig0005326,Pp04,316492,317471,plus
-1,Pp08,contig0000832,contig0005007,Pp05,17350932,17349929,minus
-1,Pp08,contig0000832,contig0004762,Pp04,22095670,25237118,minus
-1,Pp04,contig0000838,contig0004395,Pp04,9554495,9560688,plus
-1,Pp04,contig0000838,contig0000603,Pp01,47755904,47778126,minus
-1,Pp02,contig0000839,contig0000518,Pp01,4660831,34268279,minus
-1,Pp02,contig0000839,contig0003834,Pp07,8973211,9007442,minus
-1,Pp02,contig0000839,contig0002741,Pp05,12919589,12952548,minus
-1,Pp01,contig0000843,contig0007078,Pp08,22035776,22039602,plus
-1,Pp01,contig0000843,contig0007015,Pp01,32292391,32294810,plus
-1,Pp01,contig0000843,contig0002394,Pp06,24292372,24303010,plus
-1,Pp01,contig0000843,contig0010410,Pp04,7623904,7624039,minus
-1,Pp01,contig0000843,contig0001777,Pp04,8163501,11969207,minus
1,Pp01,contig0000843,contig0001564,Pp02,2657527,6370447,minus
1,Pp01,contig0000843,contig0002908,Pp06,8359748,29067648,plus
-1,Pp03,contig0000844,contig0010955,Pp07,5473966,5474389,plus
-1,Pp03,contig0000844,contig0010810,Pp08,20126885,20126286,minus
-1,Pp03,contig0000844,contig0001757,Pp03,5867170,26297705,plus
1,Pp06,contig0000845,contig0001308,Pp06,795157,873748,plus
-1,Pp02,contig0000846,contig0004852,Pp06,26295187,26293129,minus
-1,Pp04,contig0000848,contig0004549,Pp04,22047340,22046359,minus
-1,Pp06,contig0000848,contig0004388,Pp07,20172880,20188836,minus
-1,Pp06,contig0000850,contig0008560,Pp02,29920911,29921712,plus
-1,Pp06,contig0000850,contig0003320,Pp01,34311521,44252778,minus
-1,Pp06,contig0000852,contig0000278,Pp03,609833,3453291,plus
1,Pp06,contig0000853,contig0007675,Pp07,1928950,21576823,plus
1,Pp06,contig0000853,contig0003077,Pp08,3338428,5898551,plus
1,Pp04,contig0000855,contig0002386,Pp06,23916413,23937656,minus
1,Pp04,contig0000856,contig0006560,Pp02,17020186,26054718,minus
1,Pp04,contig0000856,contig0001835,Pp01,32046765,32057642,minus
1,Pp05,contig0000857,contig0001048,Pp07,9109628,9183226,minus
1,Pp04,contig0000858,contig0009267,Pp01,14773860,14773464,minus
-1,Pp02,contig0000860,contig0000711,Pp03,8911893,8911534,minus
1,Pp01,contig0000861,contig0003828,Pp01,12280420,12282788,minus
-1,Pp02,contig0000862,contig0003766,Pp08,259873,16370900,plus
1,Pp02,contig0000862,contig0003549,Pp01,1168574,40717914,plus
1,Pp07,contig0000864,contig0012042,Pp06,8359354,29066380,minus
-1,Pp07,contig0000866,contig0003104,Pp03,21492820,21502298,minus
-1,Pp06,contig0000867,contig0010798,Pp06,974822,975413,plus
-1,Pp06,contig0000867,contig0000611,Pp02,6811505,29794103,minus
-1,Pp06,contig0000867,contig0000373,Pp08,6737908,19331622,plus
-1,Pp08,contig0000868,contig0003123,Pp01,18727077,18733775,plus
-1,Pp07,contig0000869,contig0002921,Pp05,15045195,15046040,plus
-1,Pp07,contig0000869,contig0011484,Pp06,8359756,29067694,plus
-1,Pp07,contig0000869,contig0001701,Pp08,19669996,19713171,minus
-1,Pp07,contig0000869,contig0004460,Pp01,38850710,44896768,plus
-1,Pp01,contig0000869,contig0008710,Pp03,24807603,24813096,plus
-1,Pp06,contig0000872,contig0004065,Pp02,1661321,1873432,minus
-1,Pp05,contig0000875,contig0003678,Pp06,26076267,26093407,plus
-1,Pp06,contig0000875,contig0003254,Pp04,16951611,16950788,minus
-1,Pp06,contig0000875,contig0000224,Pp06,1166259,26148509,plus
-1,Pp06,contig0000875,contig0006497,Pp07,3347535,3348737,plus
-1,Pp06,contig0000875,contig0001589,Pp06,22533912,24048084,plus
-1,Pp06,contig0000875,contig0008678,Pp06,23848254,23848877,plus
1,Pp05,contig0000877,contig0000326,Pp03,16054563,16053777,minus
1,Pp05,contig0000877,contig0007167,Pp08,5898873,20358331,minus
-1,Pp01,contig0000878,contig0000101,Pp01,3700309,30002534,plus
-1,Pp01,contig0000878,contig0006672,Pp03,3490142,16411276,plus
1,Pp02,contig0000879,contig0001999,Pp01,39213748,39236451,minus
1,Pp02,contig0000879,contig0005989,Pp06,8359354,29066380,minus
1,Pp02,contig0000879,contig0000992,Pp01,5172834,17365384,minus
1,Pp02,contig0000879,contig0004374,Pp07,21355523,21356166,plus
1,Pp02,contig0000879,contig0000677,Pp06,8359354,29066380,minus
1,Pp08,contig0000879,contig0003319,Pp06,8359323,29066380,minus
1,Pp03,contig0000880,contig0002891,Pp04,8175683,11958953,minus
-1,Pp03,contig0000880,contig0002756,Pp03,2018057,2017151,minus
1,Pp02,contig0000881,contig0002577,Pp02,6811581,8844714,plus
1,Pp05,contig0000882,contig0001359,Pp03,2810816,11978081,minus
-1,Pp06,contig0000884,contig0004931,Pp06,8313742,8323497,minus
1,Pp06,contig0000885,contig0000846,Pp02,24077668,24097054,minus
-1,Pp03,contig0000886,contig0000749,Pp04,8447794,8457240,plus
1,Pp05,contig0000887,contig0003093,Pp01,46920762,46921355,plus
1,Pp03,contig0000889,contig0011553,Pp01,46921329,46924923,minus
1,Pp03,contig0000890,contig0000131,Pp07,20889554,20925830,plus
1,Pp03,contig0000890,contig0009979,Pp06,8359354,29066380,minus
1,Pp03,contig0000890,contig0001559,Pp05,3631668,3644463,plus
1,Pp03,contig0000890,contig0004298,Pp07,20631990,20637819,plus
-1,Pp04,contig0000893,contig0003652,Pp08,3338359,12427169,plus
-1,Pp01,contig0000894,contig0003390,Pp02,16147992,16147641,minus
-1,Pp01,contig0000894,contig0007645,Pp07,17214537,17215992,plus
-1,Pp01,contig0000894,contig0001818,Pp05,8253989,15379814,minus
-1,Pp01,contig0000896,contig0006148,Pp07,3500855,15590361,minus
-1,Pp05,contig0000896,contig0001643,Pp05,9816378,9841570,plus
